gpt-5.6-terra	1856	118
gpt-5.6-terra	7469	112
gpt-5.6-terra	7131	109
gpt-5.6-terra	1864	92
gpt-5.6-terra	2492	141
gpt-5.6-terra	9434	139
gpt-5.6-terra	2592	86
gpt-5.6-terra	2644	98
gpt-5.6-terra	8566	112
gpt-5.6-terra	9585	140
gpt-5.6-terra	4020	100
gpt-5.6-terra	9292	81
gpt-5.6-terra	3291	64
gpt-5.6-terra	9433	93
gpt-5.6-terra	5539	144
gpt-5.6-terra	11920	154
gpt-5.6-terra	3978	62
gpt-5.6-terra	11427	121
gpt-5.6-terra	533	128
gpt-5.6-terra	7057	142
gpt-5.6-terra	13707	128
gpt-5.6-terra	15505	75
gpt-5.6-terra	2135	118
gpt-5.6-terra	12173	170
gpt-5.6-terra	7224	92
gpt-5.6-terra	451	98
gpt-5.6-terra	3217	98
gpt-5.6-terra	12336	108
gpt-5.6-terra	4275	68
gpt-5.6-terra	8604	152
gpt-5.6-terra	1772	101
gpt-5.6-terra	13844	96
gpt-5.6-terra	2196	101
gpt-5.6-terra	9993	120
gpt-5.6-terra	2604	77
gpt-5.6-terra	471	173
gpt-5.6-terra	11320	98
gpt-5.6-terra	16131	142
gpt-5.6-terra	2995	57
gpt-5.6-terra	1992	121
gpt-5.6-terra	12126	145
gpt-5.6-terra	18407	126
gpt-5.6-terra	477	89
gpt-5.6-terra	2436	105
gpt-5.6-terra	12956	83
gpt-5.6-terra	1831	111
gpt-5.6-terra	20680	99
gpt-5.6-terra	2870	64
gpt-5.6-terra	2448	90
gpt-5.6-terra	491	141
gpt-5.6-terra	465	89
gpt-5.6-terra	3062	79
gpt-5.6-terra	1947	128
gpt-5.6-terra	443	87
gpt-5.6-terra	487	114
gpt-5.6-terra	2467	109
gpt-5.6-terra	1916	102
gpt-5.6-terra	1962	105
gpt-5.6-terra	2974	84
gpt-5.6-terra	3458	63
gpt-5.6-terra	2329	98
gpt-5.6-terra	2518	99
gpt-5.6-terra	2671	91
gpt-5.6-terra	459	111
gpt-5.6-terra	1810	146
gpt-5.6-terra	2659	70
gpt-5.6-terra	3011	60
gpt-5.6-terra	1865	94
gpt-5.6-terra	4066	84
gpt-5.6-terra	2136	91
gpt-5.6-terra	2257	96
gpt-5.6-terra	2431	59
gpt-5.6-terra	4788	128
gpt-5.6-terra	2640	63
gpt-5.6-terra	5519	73
